	restaurantName	address	city	postalCode	country	priceRange	cuisineType	description	facilitiesServices	creditCards	phoneNumber	website	cleaned_description
702	Borgo Spoltino	strada Selva Alta	Mosciano Sant'Angelo	64023	Italy	€	Cuisine from Abruzzo, Traditional Cuisine	Borgo Spoltino occupies a 19C farmhouse amid hills and olive groves with views of the sea and mountains as a backdrop. This is the perfect setting in which to enjoy typical Abruzzi cuisine (most of the vegetables come from the restaurant’s own kitchen garden). These include traditional specialities such as sweet pizza (alternating layers of sponge cake soaked in Kermes liqueur, pudding and custard – a bit like a trifle – with a thick cream and slivers of almond, either on top or in the middle). The wine list features a good selection of regional wines, alongside labels from further afield.	['Air conditioning', 'Car park', 'Garden or park', 'Interesting wine list', 'Terrace', 'Wheelchair access']	['Amex', 'Mastercard', 'Visa']	+39 085 807 1021		borgo spoltino occupi 19c farmhous amid hill oliv grove view sea mountain backdrop perfect set enjoy typic abruzzi cuisin veget come restaur ’ kitchen garden includ tradit special sweet pizza altern layer spong cake soak kerm liqueur pud custard – bit like trifl – thick cream sliver almond either top middl wine list featur good select region wine alongsid label afield
703	Alla Laguna - Vedova Raddi	piazza Garibaldi 1	Marano Lagunare	33050	Italy	€€	Seafood	Situated in a charming small town criss-crossed by canals, this restaurant serves traditionally inspired fish-based dishes. The restaurant stands on the port facing the fish market, so it’s no surprise that the fish served here is of the freshest quality.	['Air conditioning', 'Terrace']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 0431 67019		situat charm small town crisscross canal restaur serv tradit inspir fishbas dish restaur stand port face fish market ’ surpris fish serv freshest qualiti
704	Io Osteria Personale	Borgo San Frediano 167r	Florence	50124	Italy	€€	Creative	The young owner of this restaurant has an interesting background – a former vet with a passion for food. He has opened one of the most fascinating restaurants in Florence, serving original dishes to diners looking for a change from more traditional fare.	['Air conditioning', 'Wheelchair access']	['Amex', 'Mastercard', 'Visa']	+39 055 933 1341	https://www.io-osteriapersonale.it/	young owner restaur interest background – former vet passion food open one fascin restaur florenc serv origin dish diner look chang tradit fare
705	Oro Restaurant	isola della Giudecca 10	Venice	30133	Italy	€€€€	Italian Contemporary, Creative	For visitors not staying at the legendary Hotel Cipriani (home to Oro Restaurant), the excitement of this dining experience starts with your journey from St Mark’s Square. From here, the hotel’s private boat will take you to Giudecca island across one of the most spectacular corners of the lagoon which is overlooked by some of Venice’s most famous sights and monuments. Exploring and skilfully adapting nature’s incredible ingredients, the cuisine at Oro is certainly worthy of its magnificent setting.	['Air conditioning', 'Garden or park', 'Great view', 'Interesting wine list']	['Amex', 'Mastercard', 'Visa']	+39 041 240801	https://www.belmond.com/it/hotels/europe/italy/venice/belmond-hotel-cipriani/oro-restaurant	visitor stay legendari hotel cipriani home oro restaur excit dine experi start journey st mark ’ squar hotel ’ privat boat take giudecca island across one spectacular corner lagoon overlook venic ’ famou sight monument explor skil adapt natur ’ incred ingredi cuisin oro certainli worthi magnific set
706	Il Melograno	via Bovio 193	Trani	76125	Italy	€€	Seafood	In the village centre and therefore not right by the sea, this successful, well - established restaurant is decorated in elegant contemporary style. The menu focuses on fish dishes reinterpreted with a touch of imagination.	['Air conditioning', 'Restaurant offering vegetarian menus', 'Wheelchair access']	['Amex', 'Maestrocard', 'Mastercard', 'Visa']	+39 0883 486966	https://www.ristoranteilmelograno.it/	villag centr therefor right sea success well establish restaur decor eleg contemporari style menu focus fish dish reinterpret touch imagin
707	Bistrot de Venise	calle dei Fabbri 4685	sestiere San Marco	Venice	30124	€€€€	Venetian	"Diners will enjoy the lengthy wine list (available by the glass) and ""historical"" cuisine at this restaurant in a location known for its atmosphere."	['Air conditioning', 'Interesting wine list', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 041 523 6651	https://www.bistrotdevenise.com/	diner enjoy lengthi wine list avail glass histor cuisin restaur locat known atmospher
708	Sa Mandra	SP 44	km 1	Alghero	07041	€€	Sardinian, Traditional Cuisine	Situated on the Azienda Agrituristica Sa Mandra, this restaurant allows guests to savour one of Sardinia’s emblematic ingredients, namely delicious roast suckling pig which is the focus of the single menu offered here. Once seated at your table, you’ll be served a host of small bites and courses, all of which are based on this main ingredient. Make sure you arrive early to watch the pig being cooked – the owners are happy to explain the procedure, right down to the smallest detail. Guestrooms are also available.	['Terrace']	['Amex', 'Mastercard', 'Visa']	+39 079 999150	https://www.aziendasamandra.it/it/	situat azienda agrituristica sa mandra restaur allow guest savour one sardinia ’ emblemat ingredi name delici roast suckl pig focu singl menu offer seat tabl ’ serv host small bite cours base main ingredi make sure arriv earli watch pig cook – owner happi explain procedur right smallest detail guestroom also avail
709	Da Gigi	piazza IV Novembre 4	Crandola Valsassina	23832	Italy	€€	Lombardian, Country cooking	Enjoy specialities from Valsassina in this friendly restaurant in a panoramic location. There is a rustic ambience in the dining room with cuisine focusing on local ingredients (many of which are organic), and produce from the restaurant’s own garden.	['Air conditioning', 'Great view', 'Restaurant offering vegetarian menus']	['Mastercard', 'Visa']	+39 0341 840124	https://www.dagigicrandola.it	enjoy special valsassina friendli restaur panoram locat rustic ambienc dine room cuisin focus local ingredi mani organ produc restaur ’ garden
710	Hidalgo	via Roma 7	Postal	39014	Italy	€€	Grills	Although fish dishes also feature on the menu, Hidalgo has long enjoyed a reputation for its excellent meat options thanks to its different cuts of steak and beef sourced from all around the world and cooked mainly (but not exclusively) on the barbecue grill. In a separate room(Aomi, a kind of restaurant within the restaurant), guests can choose from a menu dedicated uniquely (from antipasti to main courses) to Japanese Wagyubeef.	['Car park', 'Interesting wine list', 'Terrace', 'Wheelchair access']	['Amex', 'Dinersclub', 'Maestrocard', 'Mastercard', 'Visa']	+39 0473 292292	https://www.restaurant-hidalgo.it/	although fish dish also featur menu hidalgo long enjoy reput excel meat option thank differ cut steak beef sourc around world cook mainli exclus barbecu grill separ roomaomi kind restaur within restaur guest choos menu dedic uniqu antipasti main cours japanes wagyubeef
711	La Martinatica	via Martinatica 20	Pietrasanta	55045	Italy	€€€	Italian, Modern Cuisine	Housed in an old mill, this restaurant boasts a warm and welcoming dining room crowned by wood beams and elegant furnishings. The menu offers a selection of meat and fish dishes, although the latter are the main speciality of the owner-chef, who can usually be seen taking orders in the dining room. The raw seafood option demonstrates the skill and imagination of the chef, with its array of small bites which are both creative and delicious. The attractive outdoor space is perfect for summer dining.	['Car park', 'Terrace']	['Amex', 'Maestrocard', 'Mastercard', 'Visa']	+39 0584 178 8946	https://www.martinatica.it/	hous old mill restaur boast warm welcom dine room crown wood beam eleg furnish menu offer select meat fish dish although latter main special ownerchef usual seen take order dine room raw seafood option demonstr skill imagin chef array small bite creativ delici attract outdoor space perfect summer dine
712	Indaco	piazza Santa Restituta 1	Lacco Ameno	80076	Italy	€€€€	Creative, Seafood	Although the sun sets behind you at this restaurant, the sky takes on beautiful indigo hues at dusk (hence the name Indaco), so it’s well worth getting here for sunset. Overlooking a small bay at the Regina Isabella hotel, the restaurant boasts sweeping views of Lacco Ameno, Casamicciola, the island of Procida, Vesuvius and Bacoli, all of which unfold in front of your eyes with the sea like a bay enclosed by the islands – an unforgettable sight! At the helm in the kitchen, Pasquale Palamaro from Ischia serves elaborate and creative dishes inspired by his childhood memories, all showcased on two tasting menus (fish takes centre stage although a few meat dishes also feature) from which dishes can also be chosen individually à la carte style. The wine is of the highest quality, both in terms of the extensive selection (more than 1 000 labels) and the recommendations provided by the enthusiastic sommelier.	['Air conditioning', 'Car park', 'Great view', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 081 994322	https://www.reginaisabella.com/it/ristoranti/ristorante-stellato-indaco-hotel-ischia/	although sun set behind restaur sky take beauti indigo hue dusk henc name indaco ’ well worth get sunset overlook small bay regina isabella hotel restaur boast sweep view lacco ameno casamicciola island procida vesuviu bacoli unfold front eye sea like bay enclos island – unforgett sight helm kitchen pasqual palamaro ischia serv elabor creativ dish inspir childhood memori showcas two tast menu fish take centr stage although meat dish also featur dish also chosen individu à la cart style wine highest qualiti term extens select 1 000 label recommend provid enthusiast sommeli
